domain,intent,text,spans,logical_form,xtreme-up,source_language
travel,car_rental,book a rental car in Pangan tomorrow,"26:34:SL:PLACE_NAME,35:41:SL:DATE",[IN:car_rental [SL:PLACE_NAME Mpangeni] [SL:DATE kusasa] ],PLACE_NAME: Mpangeni $$ DATE: kusasa,zul
travel,car_rental,"sir, book a rental car in Durban today right now",29:38:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,Where can I book a car in Roodeport?,39:48:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME Roodeport] ],PLACE_NAME: Roodeport,zul
travel,car_rental,help me to park the car in Durban,24:33:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eThekwini,zul
travel,car_rental,booking a rental car in Giyana,28:35:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME eGiyani] ],PLACE_NAME: eGiyani,zul
travel,car_rental,how many places in Guyana can I rent a car?,18:24:SL:PLACE_NAME,[IN:car_rental [SL:PLACE_NAME Giyani] ],PLACE_NAME: Giyani,zul
travel,car_rental,where can I rent a car in Nelspruit?,27:36:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Nelspruit] ],CITY_OR_PROVINCE: Nelspruit,zul
travel,car_rental,Can you recommend some food from Paris?,44:49:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Paris] ],CITY_OR_PROVINCE: Paris,zul
travel,car_rental,Can you recommend some food from Ghana?,35:40:SL:COUNTRY,[IN:car_rental [SL:COUNTRY Ghana] ],COUNTRY: Ghana,zul
travel,car_rental,Please raise me food from Ethiopia,41:48:SL:COUNTRY,[IN:car_rental [SL:COUNTRY Ethopia] ],COUNTRY: Ethopia,zul
travel,car_rental,You can tell me what kind of bad turkey dish I can make for dinner.,59:76:SL:MEAL_PERIOD,[IN:car_rental [SL:MEAL_PERIOD isidlo sakusihlwa] ],MEAL_PERIOD: isidlo sakusihlwa,zul
kitchen_and_dining,meal_suggestion,Do you have any lunch ideas?,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,what's a simple Italian dinner recipe?,27:32:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Italy] ],COUNTRY: Italy,zul
kitchen_and_dining,meal_suggestion,Do you know the recipes for Italian jalapeño sauce?,"22:36:SL:DISH_OR_FOOD,41:46:SL:COUNTRY",[IN:meal_suggestion [SL:DISH_OR_FOOD jalapeno sauce] [SL:COUNTRY Italy] ],DISH_OR_FOOD: jalapeno sauce $$ COUNTRY: Italy,zul
kitchen_and_dining,meal_suggestion,How long does a pizza take?,1:6:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD pizza] ],DISH_OR_FOOD: pizza,zul
kitchen_and_dining,meal_suggestion,I need new lunch ideas,24:40:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD yesidlo sasemini] ],MEAL_PERIOD: yesidlo sasemini,zul
kitchen_and_dining,meal_suggestion,How long does it take to heat frozen toast in the microwave?,35:46:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD ubhontshisi] ],DISH_OR_FOOD: ubhontshisi,zul
kitchen_and_dining,meal_suggestion,Do you know any recipes for blue cheese pasta?,"19:25:SL:DISH_OR_FOOD,26:60:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:DISH_OR_FOOD epasta] [SL:DISH_OR_FOOD anoshizi oluhlaza okwesibhakabhaka] ],DISH_OR_FOOD: epasta $$ DISH_OR_FOOD: anoshizi oluhlaza okwesibhakabhaka,zul
kitchen_and_dining,cook_time,How long should I cook the stew to ensure that it is properly cooked?,41:49:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD isitambu] ],DISH_OR_FOOD: isitambu,zul
kitchen_and_dining,meal_suggestion,I need three new dinner ideas.,"17:26:SL:NUMBER,34:52:SL:MEAL_PERIOD",[IN:meal_suggestion [SL:NUMBER emithathu] [SL:MEAL_PERIOD yesidlo sakusihlwa] ],NUMBER: emithathu $$ MEAL_PERIOD: yesidlo sakusihlwa,zul
kitchen_and_dining,cook_time,How long does the squash take to cook?,32:42:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD isigwaqane] ],DISH_OR_FOOD: isigwaqane,zul
kitchen_and_dining,meal_suggestion,Do you know any Botswana dishes I can cook for dinner?,"29:37:SL:COUNTRY,53:61:SL:TIME",[IN:meal_suggestion [SL:COUNTRY Botswana] [SL:TIME kusihlwa] ],COUNTRY: Botswana $$ TIME: kusihlwa,zul
kitchen_and_dining,meal_suggestion,What do you think I can cook tomorrow?,31:37:SL:DATE,[IN:meal_suggestion [SL:DATE kusasa] ],DATE: kusasa,zul
kitchen_and_dining,meal_suggestion,What would be good for dinner?,21:37:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD sidlo sakusihlwa] ],MEAL_PERIOD: sidlo sakusihlwa,zul
kitchen_and_dining,meal_suggestion,What should I eat for lunch today?,28:33:SL:TIME,[IN:meal_suggestion [SL:TIME emini] ],TIME: emini,zul
kitchen_and_dining,meal_suggestion,I would like to receive suggestions for French food,48:54:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY France] ],COUNTRY: France,zul
kitchen_and_dining,meal_suggestion,I got some Vietnamese dinner recipes,"26:42:SL:MEAL_PERIOD,47:54:SL:COUNTRY",[IN:meal_suggestion [SL:MEAL_PERIOD sidlo sakusihlwa] [SL:COUNTRY Vietnam] ],MEAL_PERIOD: sidlo sakusihlwa $$ COUNTRY: Vietnam,zul
kitchen_and_dining,meal_suggestion,Can you give me some Thai dinner suggestions?,"25:43:SL:MEAL_PERIOD,48:56:SL:COUNTRY",[IN:meal_suggestion [SL:MEAL_PERIOD zesidlo sakusihlwa] [SL:COUNTRY Thailand] ],MEAL_PERIOD: zesidlo sakusihlwa $$ COUNTRY: Thailand,zul
kitchen_and_dining,meal_suggestion,I need some tips on Mexican food,35:41:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Mexico] ],COUNTRY: Mexico,zul
kitchen_and_dining,meal_suggestion,How did the red meat survive?,7:20:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD inyama ebomvu] ],DISH_OR_FOOD: inyama ebomvu,zul
kitchen_and_dining,meal_suggestion,Where is the best place to eat beef?,37:51:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD inyama yenkomo] ],DISH_OR_FOOD: inyama yenkomo,zul
kitchen_and_dining,meal_suggestion,How good is the meat here?,20:35:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD inyama yesklabu] ],DISH_OR_FOOD: inyama yesklabu,zul
kitchen_and_dining,meal_suggestion,What do you want for dinner tonight?,26:34:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD kusihlwa] ],MEAL_PERIOD: kusihlwa,zul
kitchen_and_dining,meal_suggestion,I need dinner suggestions,24:41:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD kudla kwakusihlwa] ],MEAL_PERIOD: kudla kwakusihlwa,zul
kitchen_and_dining,meal_suggestion,I need a recommendation for Ghanaian food,35:40:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Ghana] ],COUNTRY: Ghana,zul
kitchen_and_dining,meal_suggestion,Please help me choose the food I will eat from Nigeria,55:62:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Nigeria] ],COUNTRY: Nigeria,zul
kitchen_and_dining,meal_suggestion,Where did I buy Mozambican food?,28:38:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Mozambique] ],COUNTRY: Mozambique,zul
kitchen_and_dining,meal_suggestion,What delicious American dish is meatless?,47:53:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD inyama] ],DISH_OR_FOOD: inyama,zul
kitchen_and_dining,meal_suggestion,"I don't want to cook, what can I buy?",,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,"I don't know what to cook, what do you suggest?",,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,I'm holding up spicy Mexican food,27:33:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Mexico] ],COUNTRY: Mexico,zul
kitchen_and_dining,meal_suggestion,Do you have any suggestions for Brazilian food?,36:42:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Brazil] ],COUNTRY: Brazil,zul
kitchen_and_dining,meal_suggestion,I'd like you to give me an idea of Chilean food,50:55:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Chile] ],COUNTRY: Chile,zul
kitchen_and_dining,meal_suggestion,You can recommend any of the delicious dishes from Colombia,61:70:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY eColombia] ],COUNTRY: eColombia,zul
kitchen_and_dining,meal_suggestion,Please raise me a non-vegetarian food from Ecuador,41:48:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Ecuador] ],COUNTRY: Ecuador,zul
kitchen_and_dining,meal_suggestion,You can recommend any Libyan dish with chicken,57:73:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD nenyama yenkukhu] ],DISH_OR_FOOD: nenyama yenkukhu,zul
kitchen_and_dining,meal_suggestion,Can you recommend Danish food?,38:45:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Denmark] ],COUNTRY: Denmark,zul
kitchen_and_dining,meal_suggestion,Do you have any suggestions for spicy Finnish food?,42:49:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Finland] ],COUNTRY: Finland,zul
kitchen_and_dining,meal_suggestion,Looking at a famous Polish food proposal,41:47:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Poland] ],COUNTRY: Poland,zul
kitchen_and_dining,meal_suggestion,What food would you recommend from Burkina Faso?,35:47:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Burkina Faso] ],COUNTRY: Burkina Faso,zul
kitchen_and_dining,meal_suggestion,Looking for suggestions for Kenyan food,34:39:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Kenya] ],COUNTRY: Kenya,zul
kitchen_and_dining,meal_suggestion,I want you to suggest what I can do for dinner.,49:66:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD isidlo sakusihlwa] ],MEAL_PERIOD: isidlo sakusihlwa,zul
kitchen_and_dining,meal_suggestion,Looking for a Limpopo food recommendation,34:41:SL:CITY_OR_PROVINCE,[IN:meal_suggestion [SL:CITY_OR_PROVINCE Limpopo] ],CITY_OR_PROVINCE: Limpopo,zul
kitchen_and_dining,meal_suggestion,I need suggestions of famous Cape and Eastern food,"45:49:SL:CITY_OR_PROVINCE,54:64:SL:CITY_OR_PROVINCE",[IN:meal_suggestion [SL:CITY_OR_PROVINCE Kapa] [SL:CITY_OR_PROVINCE Mpumalanga] ],CITY_OR_PROVINCE: Kapa $$ CITY_OR_PROVINCE: Mpumalanga,zul
kitchen_and_dining,meal_suggestion,Please give me a suggestion of what I can cook for tonight,68:76:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD kusihlwa] ],MEAL_PERIOD: kusihlwa,zul
kitchen_and_dining,meal_suggestion,I'd like a vegan food suggestion,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,I need you to give me a suggestion for what to cook for my children tonight.,87:95:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD kusihlwa] ],MEAL_PERIOD: kusihlwa,zul
kitchen_and_dining,meal_suggestion,I'd like two pizzas.,"26:34:SL:NUMBER,37:42:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:NUMBER ezimbili] [SL:DISH_OR_FOOD pizza] ],NUMBER: ezimbili $$ DISH_OR_FOOD: pizza,zul
kitchen_and_dining,meal_suggestion,Keep giving me three dinner suggestions,"32:41:SL:NUMBER,42:60:SL:MEAL_PERIOD",[IN:meal_suggestion [SL:NUMBER ezintathu] [SL:MEAL_PERIOD zesidlo sakusihlwa] ],NUMBER: ezintathu $$ MEAL_PERIOD: zesidlo sakusihlwa,zul
kitchen_and_dining,meal_suggestion,I really need a suggestion for an Australian plant-only meal.,46:55:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Australia] ],COUNTRY: Australia,zul
kitchen_and_dining,meal_suggestion,suggest an Irish food with a club,"23:30:SL:COUNTRY,36:43:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:COUNTRY Ireland] [SL:DISH_OR_FOOD sklabhu] ],COUNTRY: Ireland $$ DISH_OR_FOOD: sklabhu,zul
kitchen_and_dining,meal_suggestion,suggest a dish with red Burgundy wine,22:48:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD wayini elibomvu leBurgundy] ],DISH_OR_FOOD: wayini elibomvu leBurgundy,zul
kitchen_and_dining,meal_suggestion,what pasta dishes go well with white wine,"19:24:SL:DISH_OR_FOOD,43:60:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:DISH_OR_FOOD pasta] [SL:DISH_OR_FOOD wayini elimhlophe] ],DISH_OR_FOOD: pasta $$ DISH_OR_FOOD: wayini elimhlophe,zul
kitchen_and_dining,meal_suggestion,what would you suggest Ghanaian spicy dish,34:39:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Ghana] ],COUNTRY: Ghana,zul
kitchen_and_dining,meal_suggestion,recommend Japanese food,23:28:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Japan] ],COUNTRY: Japan,zul
kitchen_and_dining,meal_suggestion,I need you to suggest a recipe for a dinner with smoked turkey.,51:64:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD smoked turkey] ],DISH_OR_FOOD: smoked turkey,zul
kitchen_and_dining,meal_suggestion,I'm going to propose a dish from Canada,32:38:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Canada] ],COUNTRY: Canada,zul
kitchen_and_dining,meal_suggestion,please give me a suggestion of pasta without cheese,31:52:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD pasta engenawo ushizi] ],DISH_OR_FOOD: pasta engenawo ushizi,zul
kitchen_and_dining,meal_suggestion,can you give me two suggestions of the best Chinese food,"28:33:SL:NUMBER,61:68:SL:COUNTRY",[IN:meal_suggestion [SL:NUMBER mbili] [SL:COUNTRY Shayina] ],NUMBER: mbili $$ COUNTRY: Shayina,zul
kitchen_and_dining,meal_suggestion,"I want to eat Indian food, I need some suggestions",27:32:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Ndiya] ],COUNTRY: Ndiya,zul
kitchen_and_dining,meal_suggestion,please give me a suggestion of Mozambican food,43:53:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Mozambique] ],COUNTRY: Mozambique,zul
kitchen_and_dining,meal_suggestion,don't propose an American dinner,"25:31:SL:COUNTRY,32:42:SL:MEAL_PERIOD",[IN:meal_suggestion [SL:COUNTRY Melika] [SL:MEAL_PERIOD sakusihlwa] ],COUNTRY: Melika $$ MEAL_PERIOD: sakusihlwa,zul
kitchen_and_dining,meal_suggestion,I need suggestions for famous French food,45:51:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY France] ],COUNTRY: France,zul
kitchen_and_dining,meal_suggestion,help me find new recipes for breakfast and lunch,43:60:SL:MEAL_PERIOD,[IN:meal_suggestion [SL:MEAL_PERIOD izidlo sasekuseni] ],MEAL_PERIOD: izidlo sasekuseni,zul
kitchen_and_dining,meal_suggestion,what would you say is the best Nigerian dish with red meat,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,there is a sour and spicy dish from Turkey,51:57:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Turkey] ],COUNTRY: Turkey,zul
kitchen_and_dining,meal_suggestion,looking for a European dish that is not well known,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,"I'm craving Italian food, so give me a few suggestions.",,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,"I like chicken, I'd like to try some Indian food instead.",,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,what is the most popular food in the Eastern Cape,26:38:SL:CITY_OR_PROVINCE,[IN:meal_suggestion [SL:CITY_OR_PROVINCE Eastern Cape] ],CITY_OR_PROVINCE: Eastern Cape,zul
kitchen_and_dining,meal_suggestion,I would like a Greek meal suggestion.,41:47:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Greece] ],COUNTRY: Greece,zul
kitchen_and_dining,meal_suggestion,can you tell me where i tried swahili food,46:54:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY eSwatini] ],COUNTRY: eSwatini,zul
kitchen_and_dining,meal_suggestion,can you give me a suggestion of a non-dairy Egyptian dish,"38:46:SL:COUNTRY,58:63:SL:DISH_OR_FOOD",[IN:meal_suggestion [SL:COUNTRY Ghibithe] [SL:DISH_OR_FOOD ubisi] ],COUNTRY: Ghibithe $$ DISH_OR_FOOD: ubisi,zul
kitchen_and_dining,meal_suggestion,I want to try Ghanaian meat dishes,28:33:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Ghana] ],COUNTRY: Ghana,zul
kitchen_and_dining,meal_suggestion,I'm looking for a suggestion of Japanese food that isn't bad,34:40:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Japane] ],COUNTRY: Japane,zul
kitchen_and_dining,meal_suggestion,what food is the most delicious,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,I like to recommend the Little India Restaurant,36:59:SL:RESTAURANT_NAME,[IN:meal_suggestion [SL:RESTAURANT_NAME Little India Restaurant] ],RESTAURANT_NAME: Little India Restaurant,zul
kitchen_and_dining,meal_suggestion,you can raise Chinese food,,[IN:meal_suggestion ],,zul
kitchen_and_dining,meal_suggestion,I need some suggestions for Mozambican lunch,"24:38:SL:MEAL_PERIOD,44:54:SL:COUNTRY",[IN:meal_suggestion [SL:MEAL_PERIOD zidlo zasemini] [SL:COUNTRY Mozambique] ],MEAL_PERIOD: zidlo zasemini $$ COUNTRY: Mozambique,zul
kitchen_and_dining,meal_suggestion,give me some suggestions for a chicken-free diet,40:47:SL:DISH_OR_FOOD,[IN:meal_suggestion [SL:DISH_OR_FOOD inkukhu] ],DISH_OR_FOOD: inkukhu,zul
kitchen_and_dining,meal_suggestion,I need my choice of either KFC or dinner tonight.,"43:46:SL:RESTAURANT_NAME,57:65:SL:TIME",[IN:meal_suggestion [SL:RESTAURANT_NAME KFC] [SL:TIME kusihlwa] ],RESTAURANT_NAME: KFC $$ TIME: kusihlwa,zul
kitchen_and_dining,recipe,what is Lethabo's Creamy Chicken Livers with Linguine made of?,15:58:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD Lethabo's Creamy Chicken Livers eneLinguine] ],DISH_OR_FOOD: Lethabo's Creamy Chicken Livers eneLinguine,zul
kitchen_and_dining,recipe,do you know what is needed to make a vegetable couscous?,43:63:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD couscous enezitshalo] ],DISH_OR_FOOD: couscous enezitshalo,zul
kitchen_and_dining,recipe,do you know the different ways to make brown bread?,38:55:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD isinkwa esinsundu] ],DISH_OR_FOOD: isinkwa esinsundu,zul
kitchen_and_dining,recipe,how do you cook chicken curry with masala mix?,"16:31:SL:DISH_OR_FOOD,39:50:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD ucurry wenkukhu] [SL:DISH_OR_FOOD imasala mix] ],DISH_OR_FOOD: ucurry wenkukhu $$ DISH_OR_FOOD: imasala mix,zul
kitchen_and_dining,recipe,how is the plant-based diet made?,16:19:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD usu] ],DISH_OR_FOOD: usu,zul
kitchen_and_dining,recipe,how are sauces made without cow's milk?,"15:23:SL:DISH_OR_FOOD,35:49:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD amasauce] [SL:DISH_OR_FOOD kobisi lenkomo] ],DISH_OR_FOOD: amasauce $$ DISH_OR_FOOD: kobisi lenkomo,zul
kitchen_and_dining,recipe,How do you make club ribs without an oven?,15:32:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD amaribs esiklabhu] ],DISH_OR_FOOD: amaribs esiklabhu,zul
kitchen_and_dining,recipe,how do I make the milk tart?,18:27:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD milk tart] ],DISH_OR_FOOD: milk tart,zul
kitchen_and_dining,recipe,how do I make spaghetti,18:27:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD spaghetti] ],DISH_OR_FOOD: spaghetti,zul
kitchen_and_dining,recipe,you look for me the recipe for chicken alfredo in one pot,"33:48:SL:DISH_OR_FOOD,59:67:SL:NUMBER",[IN:recipe [SL:DISH_OR_FOOD chicken alfredo] [SL:NUMBER elilodwa] ],DISH_OR_FOOD: chicken alfredo $$ NUMBER: elilodwa,zul
kitchen_and_dining,recipe,can you get me a recipe for baked vegetables with cream,,[IN:recipe ],,zul
kitchen_and_dining,recipe,I need instructions on how to make a Bobotie pie,38:49:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD Bobotie pie] ],DISH_OR_FOOD: Bobotie pie,zul
kitchen_and_dining,recipe,I need help to make mutton breyani,25:39:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD mutton breyani] ],DISH_OR_FOOD: mutton breyani,zul
kitchen_and_dining,recipe,can you find me a recipe for corn flakes squares with coconut,38:71:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD amacorn flakes squares anococonut] ],DISH_OR_FOOD: amacorn flakes squares anococonut,zul
kitchen_and_dining,recipe,what's the best way to make butter chicken?,41:55:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD butter chicken] ],DISH_OR_FOOD: butter chicken,zul
kitchen_and_dining,recipe,what salads are the best in braai?,"10:15:SL:DISH_OR_FOOD,35:40:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD salad] [SL:DISH_OR_FOOD braai] ],DISH_OR_FOOD: salad $$ DISH_OR_FOOD: braai,zul
kitchen_and_dining,recipe,how is it made to bend?,16:21:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD ujeqe] ],DISH_OR_FOOD: ujeqe,zul
kitchen_and_dining,recipe,what is the head of the animal?,0:15:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD inyama yenhloko] ],DISH_OR_FOOD: inyama yenhloko,zul
kitchen_and_dining,recipe,Can I use the self-rising flour to make crunchies?,"19:36:SL:DISH_OR_FOOD,45:57:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD self-rising flour] [SL:DISH_OR_FOOD amacrunchies] ],DISH_OR_FOOD: self-rising flour $$ DISH_OR_FOOD: amacrunchies,zul
kitchen_and_dining,recipe,Can you please tell me how much support I'll need to make the fudge?,69:74:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD fudge] ],DISH_OR_FOOD: fudge,zul
kitchen_and_dining,recipe,what fish is best for fish and chips?,"7:15:SL:DISH_OR_FOOD,45:63:SL:DISH_OR_FOOD",[IN:recipe [SL:DISH_OR_FOOD inhlanzi] [SL:DISH_OR_FOOD inhlanzi namachips] ],DISH_OR_FOOD: inhlanzi $$ DISH_OR_FOOD: inhlanzi namachips,zul
kitchen_and_dining,recipe,I need you to find me a recipe for a Woolworths cheesecake.,31:41:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD cheesecake] ],DISH_OR_FOOD: cheesecake,zul
kitchen_and_dining,recipe,you're looking for a simple recipe for making bitter wings,38:54:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD amaphiko ababayo] ],DISH_OR_FOOD: amaphiko ababayo,zul
kitchen_and_dining,recipe,what can I put in the mash to make it soft and creamy?,22:26:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD mash] ],DISH_OR_FOOD: mash,zul
kitchen_and_dining,recipe,please find me a way to make a vegetable-infused soup,37:40:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD usu] ],DISH_OR_FOOD: usu,zul
kitchen_and_dining,recipe,I need a recipe for a frog,27:37:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD isigwaqane] ],DISH_OR_FOOD: isigwaqane,zul
kitchen_and_dining,recipe,I need to fix a mopane stove,29:47:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD isitshulu semopane] ],DISH_OR_FOOD: isitshulu semopane,zul
kitchen_and_dining,recipe,Can you get me a recipe for the coexist?,36:47:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD koeksisters] ],DISH_OR_FOOD: koeksisters,zul
kitchen_and_dining,recipe,what are the gills made of?,0:9:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD amagwinya] ],DISH_OR_FOOD: amagwinya,zul
kitchen_and_dining,recipe,How much meat does it take to make bunny chow?,36:47:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD ibunny chow] ],DISH_OR_FOOD: ibunny chow,zul
kitchen_and_dining,recipe,what do I need to make biltong at home?,28:35:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD biltong] ],DISH_OR_FOOD: biltong,zul
kitchen_and_dining,recipe,how is the maltabella prepared?,17:27:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD maltabella] ],DISH_OR_FOOD: maltabella,zul
