domain,intent,raw,text,language,spans,logical_form
utility,time,Sihluke kangakanani isikhathi phakathi kweLos Angeles neNingizimu Afrika?,What's the time difference between Los Angeles and South Africa?,zul,"35:46:SL:CITY_OR_PROVINCE,51:63:SL:COUNTRY",[IN:time [SL:CITY_OR_PROVINCE Los Angeles] [SL:COUNTRY South Africa] ]
home,shopping_list_update,Buyekeza uhlu lwami lokuthenga ngamaqanda noshizi,Update my shopping list with eggs and cheese,zul,"29:33:SL:DISH_OR_FOOD,38:44:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD eggs] [SL:DISH_OR_FOOD cheese] ]
kitchen_and_dining,restaurant_reservation,Ingabe unaso isikhala namuhla ntambama sesidlo sakusihlwa ngo-6pm?,Do you have any availability for dinner tonight at 6pm?,zul,"33:39:SL:MEAL_PERIOD,40:47:SL:TIME,51:54:SL:TIME",[IN:restaurant_reservation [SL:MEAL_PERIOD dinner] [SL:TIME tonight] [SL:TIME 6pm] ]
banking,balance,Ngingathanda ukwazi ibhalansi yekhadi lami lesikweletu.,I'd like to know the balance of my credit card.,zul,,[IN:balance ]
kitchen_and_dining,confirm_reservation,Ungakwazi ukuqinisekisa ukubhukha kwami kwa​​ngo-6pm?,Can you confirm my reservation for 6pm?,zul,35:38:SL:TIME,[IN:confirm_reservation [SL:TIME 6pm] ]
banking,freeze_account,Ungakwazi ukungisiza ukuvala ikhadi lami lesikweletu okwesikhashana?,Can you help me temporarily freeze my credit card?,zul,,[IN:freeze_account ]
travel,timezone,Sithi ubani isikhathi manje e-Egypt?,What is the current time in Egypt?,zul,28:33:SL:COUNTRY,[IN:timezone [SL:COUNTRY Egypt] ]
banking,transactions,Ngingathanda ukubona isitatimende sami sasebhange ukuze ngibuyekeze umlando wami wokwenziwe.,I'd like to see my bank statement to review my transaction history.,zul,,[IN:transactions ]
kitchen_and_dining,restaurant_suggestion,iyiphi indawo yokudlela engingayithola ethengisa ukudla okumnandi eThekwini?,which restaurant can I find which serves good food in Durban?,zul,54:60:SL:CITY_OR_PROVINCE,[IN:restaurant_suggestion [SL:CITY_OR_PROVINCE Durban] ]
banking,pay_bill,ngicela ukhokhe u-R750 wesikweletu sikagesi.,please pay R750 for the electricity bill.,zul,"11:15:SL:MONEY,24:40:SL:BILL_TYPE",[IN:pay_bill [SL:MONEY R750] [SL:BILL_TYPE electricity bill] ]
banking,spending_history,Ingabe i-FNB iyalandelela indlela osebenzisa ngayo imali ku-App?,Does the FNB track your money spending habits on their App?,zul,9:12:SL:BANK_NAME,[IN:spending_history [SL:BANK_NAME FNB] ]
travel,travel_suggestion,Yiziphi izinto ezenziwa yiTable Mountain eKapa?,What activities does the Table Mountain in Cape Town offer?,zul,"25:39:SL:PLACE_NAME,43:52:SL:CITY_OR_PROVINCE",[IN:travel_suggestion [SL:PLACE_NAME Table Mountain] [SL:CITY_OR_PROVINCE Cape Town] ]
travel,travel_notification,Khuphula umkhawulo wami wokuthenga uye ku-R10000 kubhange lami lakwaNedbank njengoba ngihambela phesheya kwezilwandle.,can you increase my limit to R10000 on my Nedbank app as I'm traveling overseas.,zul,"29:35:SL:MONEY,42:49:SL:BANK_NAME",[IN:travel_notification [SL:MONEY R10000] [SL:BANK_NAME Nedbank] ]
kitchen_and_dining,food_last,sihlala isikhathi esingakanani isinkwa singakagugi?,how long does bread remain fresh before it's stale?,zul,14:19:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD bread] ]
kitchen_and_dining,cook_time,kukuthatha imizuzu emingaki ukwenza ama-noodle?,how many minutes does it take you to make noodles?,zul,42:49:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD noodles] ]
utility,make_call,ngicela ufonele umama ukuze ngimtshele ukuthi ngidinga imali yokudla.,please call mom so I can tell her I need money for food.,zul,,[IN:make_call ]
utility,alarm,Setha i-alamu ka-08h00 ukuze ngithandaze,Set an 08h00 alarm for prayer,zul,7:12:SL:TIME,[IN:alarm [SL:TIME 08h00] ]
kitchen_and_dining,restaurant_reviews,ingabe i-Nandos iyindawo yokudlela yamaPutukezi ehamba phambili?,is Nandos the best Portuguese restaurant?,zul,3:9:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Nandos] ]
travel,plug_type,ingabe uhlobo lwepulaki lwe-M luzokwamukela i-iPhone yami ne-laptop yami?,will a type M plug accommodate my iPhone and laptop?,zul,,[IN:plug_type ]
travel,exchange_rate,iyiphi imali enamandla phakathi kwerandi laseNingizimu Afrika neDola laseMelika?,what currency is stronger between the South African rand and the US Dollar?,zul,"52:56:SL:CURRENCY,65:67:SL:COUNTRY,68:74:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY rand] [SL:COUNTRY US] [SL:CURRENCY Dollar] ]
banking,pin_change,ngingalushintsha uhlelo lwami lwephinikhodi yasebhange kuhlelo lokusebenza lweNedbank?,can I change my bank pin app on the Nedbank app?,zul,36:43:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME Nedbank] ]
kitchen_and_dining,ingredients_list,yiziphi izithako ezidingekayo ukupheka irayisi?,what ingredients are needed to cook rice?,zul,36:40:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD rice] ]
travel,book_hotel,ngicela ubhukhele umama wami eRadisson Blu hotel eMhlanga ngosuku lomama,please book my mom the Radisson Blu hotel in Umhlanga for mothers day,zul,"23:35:SL:HOTEL_NAME,45:53:SL:PLACE_NAME,58:69:SL:CALENDAR_EVENT",[IN:book_hotel [SL:HOTEL_NAME Radisson Blu] [SL:PLACE_NAME Umhlanga] [SL:CALENDAR_EVENT mothers day] ]
utility,weather,bekushisa izolo eGoli?,was it hot yesterday in Johannesburg?,zul,"11:20:SL:DATE,24:36:SL:CITY_OR_PROVINCE",[IN:weather [SL:DATE yesterday] [SL:CITY_OR_PROVINCE Johannesburg] ]
banking,min_payment,yimalini ubuncane memali ekhokhelwa idatha ku-app yakwaCapitec?,how much is the minimum amount for data on the Capitec bank app?,zul,47:59:SL:BANK_NAME,[IN:min_payment [SL:BANK_NAME Capitec bank] ]
travel,international_visa,yimalini i-visa esuka eMelika iye eNingizimu Afrika?,how much is a visa from America to South Africa?,zul,"24:31:SL:COUNTRY,35:47:SL:COUNTRY",[IN:international_visa [SL:COUNTRY America] [SL:COUNTRY South Africa] ]
banking,interest_rate,Ngabe iNedbank ikunika inzalo ka-10% uma utshala imali yakho isikhathi esingaphezu kwezinyanga eziyi-12?,does Nedbank give you a 10% interest rate if you invest your money for more than 12 months?,zul,"5:12:SL:BANK_NAME,24:27:SL:NUMBER,81:90:SL:DATE",[IN:interest_rate [SL:BANK_NAME Nedbank] [SL:NUMBER 10%] [SL:DATE 12 months] ]
travel,book_flight,ngicela ungibhekele indiza eya eGoli ngomhla 20 Mashi.,please book for me a flight to Joburg for 20 March.,zul,"31:37:SL:CITY_OR_PROVINCE,42:50:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE Joburg] [SL:DATE 20 March] ]
utility,text,ngicela uthumele umama umyalezo umazise ukuthi ngihambe kahle.,please text mom to let her know I traveled safely.,zul,,[IN:text ]
banking,bill_balance,Ithini ibhalansi yami emva kokukhokhela isikweletu sami se-DSTV?,What is my balance after paying for my DSTV bill?,zul,39:48:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE DSTV bill] ]
utility,share_location,ungabelana ngendawo engikuyo manje kuNdalo,can you share my current location to Ndalo,zul,37:42:SL:PERSONAL_NAME,[IN:share_location [SL:PERSONAL_NAME Ndalo] ]
home,play_music,ngicela ningidlalele umculo wamaKristu.,please play me christian music.,zul,15:24:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE christian] ]
home,calendar_update,Ngicela ufake 4 Juni njengezivivinyo zaphakathi nonyaka ekhalendeni lami lezemfundo?,Please include the 4th June as mid year exams on my academic calendar?,zul,"19:27:SL:DATE,31:45:SL:CALENDAR_EVENT",[IN:calendar_update [SL:DATE 4th June] [SL:CALENDAR_EVENT mid year exams] ]
home,update_playlist,Ungakwazi ukwengeza uhlobo lwe-Afrobeats ku-Spotify yami?,Can you add Afrobeats genre on my Spotify?,zul,12:21:SL:MUSIC_GENRE,[IN:update_playlist [SL:MUSIC_GENRE Afrobeats] ]
kitchen_and_dining,cancel_reservation,Ngicela ukhansele ukubhukha kwami ​​kwesidlo sakusihlwa ngoLwesihlanu,Please cancel my dinner reservation for Friday,zul,"17:23:SL:MEAL_PERIOD,40:46:SL:DATE",[IN:cancel_reservation [SL:MEAL_PERIOD dinner] [SL:DATE Friday] ]
travel,car_rental,Ngabe i-Avis iyinkampani enhle yokuqasha izimoto?,is Avis a good company for car rentals?,zul,,[IN:car_rental ]
kitchen_and_dining,meal_suggestion,Ngicela ukutshele indawo ekahle yamagwinya eGoli,Please suggest a great place for amagwinya in Joburg,zul,"33:42:SL:DISH_OR_FOOD,46:52:SL:CITY_OR_PROVINCE",[IN:meal_suggestion [SL:DISH_OR_FOOD amagwinya] [SL:CITY_OR_PROVINCE Joburg] ]
kitchen_and_dining,recipe,Iyiphi iwebhusayithi engingayisebenzisela iresiphi yamakhekhe?,which website can I use for the perfect muffins recipe?,zul,40:47:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD muffins] ]
kitchen_and_dining,restaurant_suggestion,Ngicela ningitholele indawo yokudla yamaPutukezi eThekwini,Please find me a Portuguese restaurant in Durban,zul,42:48:SL:CITY_OR_PROVINCE,[IN:restaurant_suggestion [SL:CITY_OR_PROVINCE Durban] ]
banking,pay_bill,Ngitholele noma yimiphi imifundaze engangisiza ngikhokhele izifundo zami zobunjiniyela,Find me any available bursaries that can help me pay for my course in Engineering,zul,,[IN:pay_bill ]
banking,spending_history,Nginike isilinganiso engisisebenzisa kuphethroli nyanga zonke?,Give me the average I spend on petrol on a monthly basis?,zul,,[IN:spending_history ]
travel,travel_suggestion,Ngicela unginikeze izinketho zemicimbi ejabulisayo noma izindawo zobumnandi engingazenza eGeorge,Please give me options for a fun event or activity to do in George,zul,60:66:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE George] ]
travel,travel_notification,Ngicela ukwandisa umkhawulo wami wosuku ngoba ngizoya eWindhoek,Can I increase my daily limit because I will be going to Windhoek,zul,57:65:SL:CITY_OR_PROVINCE,[IN:travel_notification [SL:CITY_OR_PROVINCE Windhoek] ]
kitchen_and_dining,food_last,Kufanele ngithathe isikhathi esingakanani ukuqeda ukhukhamba ngemva kokulithenga esitolo?,How long should I take to finish cucumber after buying it from the store?,zul,33:41:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD cucumber] ]
kitchen_and_dining,cook_time,Kuthatha isikhathi esingakanani ukupheka inyama ebomvu?,How long does red meat take to cook?,zul,14:22:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD red meat] ]
utility,make_call,Xhumana nomqashi wami,Contact my landlord,zul,,[IN:make_call ]
utility,alarm,Ngicela ubuyekeze i-alamu yami ibe ngu-04:00 ekuseni nginendiza ehamba ekuseni kakhulu,Please update my alarm to 04:00 in the morning I have an early flight,zul,"26:31:SL:TIME,39:46:SL:TIME",[IN:alarm [SL:TIME 04:00] [SL:TIME morning] ]
kitchen_and_dining,restaurant_reviews,Zithini izibuyekezo mayelana ne-Cape Town Fish Market?,What are the internet reviews for Cape Town Fish Market?,zul,34:55:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME Cape Town Fish Market] ]
travel,plug_type,Ngabe ipulaki yaseNingizimu Afrika izosebenza e-Australia?,Will the South African plug point work in Australia?,zul,42:51:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Australia] ]
travel,exchange_rate,Iyini i-Peso eyodwa yaseMexico ngamaRandi aseNingizimu Afrika?,What is one Mexican Pesos in South African Rands?,zul,"20:25:SL:CURRENCY,43:48:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY Pesos] [SL:CURRENCY Rands] ]
banking,pin_change,Ngifuna ukushintsha iphinikhodi yekhadi lami lesikweletu.,I want to change the pin for my credit card.,zul,,[IN:pin_change ]
kitchen_and_dining,ingredients_list,Ngidinga iziphakamiso zokulungiselela isobho lenoodle yenkukhu.,I need suggestions  to prepare chicken noodle soup.,zul,31:50:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD chicken noodle soup] ]
travel,book_hotel,Ngicela ungitholele indawo yokuhlala abantu abangu-4 ngempelasonto ende ezayo (ukuhlala izinsuku ezi-3) e-East London.,Find me accomodation for 4 people for the upcoming long weekend (3 day stay) in East London please.,zul,"25:26:SL:NUMBER,51:63:SL:DATE,65:70:SL:DATE,80:91:SL:CITY_OR_PROVINCE",[IN:book_hotel [SL:NUMBER 4] [SL:DATE long weekend] [SL:DATE 3 day] [SL:CITY_OR_PROVINCE East London] ]
utility,weather,Bheka isimo sezulu ePitoli kusukela ngomhlaka-5 Mashi - 18 Mashi,Check the weather focast in Pretoria from 5th March - 18th March,zul,"28:36:SL:CITY_OR_PROVINCE,42:51:SL:DATE,54:64:SL:DATE",[IN:weather [SL:CITY_OR_PROVINCE Pretoria] [SL:DATE 5th March] [SL:DATE 18th March] ]
banking,min_payment,Qhathanisa izinkontileka zamaselula ezishibhe kakhulu phakathi kweVodacom ne-MTN ngenketho ye-sim kuphela,Compare cheapest cellphone contracts between Vodacom and MTN for sim only option,zul,,[IN:min_payment ]
travel,international_visa,Yiziphi izimfuneko zokuhamba zeCypras ezivela eNingizimu Afrika,What are the travel requirements for Cypras from South Africa,zul,"37:43:SL:COUNTRY,49:61:SL:COUNTRY",[IN:international_visa [SL:COUNTRY Cypras] [SL:COUNTRY South Africa] ]
banking,interest_rate,Ithini ifomula yokubala inani lenzalo yemoto,What is formula for calculating vehicle interest rate,zul,,[IN:interest_rate ]
travel,book_flight,Yiziphi izindiza engingazithola ukusuka e-East London ukuya e-George ngesabelomali esingaphansi kuka-R2500?,What flights can I get from East London to George for a budget of less than R2500?,zul,"28:39:SL:CITY_OR_PROVINCE,43:49:SL:CITY_OR_PROVINCE,76:81:SL:MONEY",[IN:book_flight [SL:CITY_OR_PROVINCE East London] [SL:CITY_OR_PROVINCE George] [SL:MONEY R2500] ]
utility,text,Azisa Sindi ukuthi sengifikile ngomqhafazo.,Notify Sindi that I have arrived by text.,zul,7:12:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Sindi] ]
banking,bill_balance,Vula isitatimende samanzi sale nyanga.,Open this month's water statement.,zul,18:23:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE water] ]
utility,share_location,Thumela umqeqeshi uSiyabonga indawo yami ebukhoma.,Send coach Siyabonga my live location.,zul,11:20:SL:PERSONAL_NAME,[IN:share_location [SL:PERSONAL_NAME Siyabonga] ]
home,play_music,Dlala izingoma zakamuva ze-Punk Rock,Play the latest Punk Rock tunes,zul,16:25:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE Punk Rock] ]
home,calendar_update,Ngicela wengeze umhlaka-21 Mashi ku-calander yami ukuze kube nomhlangano womndeni,Please add 21 March on my calander for a family gathering,zul,11:19:SL:DATE,[IN:calendar_update [SL:DATE 21 March] ]
home,update_playlist,Ngicela uvuselele uhlu lwami lwadlalwayo bese wengeza udlale iTourniquet ka-Evanescence,Refresh my playlist please and add Tourniquet from Evanescence,zul,"35:45:SL:SONG_NAME,51:62:SL:ARTIST_NAME",[IN:update_playlist [SL:SONG_NAME Tourniquet] [SL:ARTIST_NAME Evanescence] ]
kitchen_and_dining,cancel_reservation,Khansela ukubhukha kwami ​​kwesidlo sakusihlwa endaweni ye-karaoke,Cancel my dinner reservation at the karaoke bar,zul,10:16:SL:MEAL_PERIOD,[IN:cancel_reservation [SL:MEAL_PERIOD dinner] ]
travel,car_rental,Ngitholele amanani afanelekile kanye nezinketho zemoto enethezekile ye-suv class engizoyiqasha kusukela ngomhlaka-2 - 6 Mashi,Find me reasonable rates and options for a comfortable suv class vehicle to rent from the 2nd - 6th March,zul,90:105:SL:DATE,[IN:car_rental [SL:DATE 2nd - 6th March] ]
kitchen_and_dining,meal_suggestion,Yiziphi izincomo zokudla zase-Mexico engingazi-oda?,Any Mexican food recommendations that I can order?,zul,,[IN:meal_suggestion ]
kitchen_and_dining,recipe,Ngidinga iresiphi elula yokulandela ukupheka i-malva pudding,I need an easy to follow recipe for cooking malva pudding,zul,44:57:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD malva pudding] ]
kitchen_and_dining,restaurant_suggestion,"Phakamisa izindawo zokudla ze-vegan eMorningside, eThekwini","Suggest vegan restaurants in Morningside, Durban",zul,"29:40:SL:PLACE_NAME,42:48:SL:CITY_OR_PROVINCE",[IN:restaurant_suggestion [SL:PLACE_NAME Morningside] [SL:CITY_OR_PROVINCE Durban] ]
banking,pay_bill,ngidinga usizo lokukhokha imali yami yesidlo sasemini,I need help paying my water bill,zul,22:27:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE water] ]
banking,spending_history,ngiyibeka kanjani imikhawulo yami yokusebenzisa imali kwiFNB app yami?,how do I set my spending limits on my FNB app?,zul,38:41:SL:BANK_NAME,[IN:spending_history [SL:BANK_NAME FNB] ]
travel,travel_suggestion,imisebenzi emnandi yezingane eKapa,fun activities for children in Cape Town,zul,31:40:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE Cape Town] ]
travel,travel_notification,ngidinga ukwazisa uGNB ukuthi ngiya eManchester,I need to let FNB know I am traveling to Manchester,zul,"14:17:SL:BANK_NAME,41:51:SL:CITY_OR_PROVINCE",[IN:travel_notification [SL:BANK_NAME FNB] [SL:CITY_OR_PROVINCE Manchester] ]
kitchen_and_dining,food_last,uroti ungahlala isikhathi esingakanani efrijini?,how long can roti stay in the fridge?,zul,13:17:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD roti] ]
kitchen_and_dining,cook_time,kuthatha isikhathi esingakanani ukupheka inkukhu ephelele kwi-airfryer?,how long does it take to cook a full chicken in an airfryer?,zul,32:44:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD full chicken] ]
utility,make_call,Ngizoshayela umasipala waseThekwini ucingo ngibuze mayelana nencwadi yami kagesi,I will phone the eThekwini municipality to enquire about my electricity bill,zul,"17:26:SL:CITY_OR_PROVINCE,60:71:SL:BILL_TYPE",[IN:make_call [SL:CITY_OR_PROVINCE eThekwini] [SL:BILL_TYPE electricity] ]
utility,alarm,ngiyibeka kanjani i-alamu ya-4:30 ekseni yangoMsombuluko kuya kuLwesihlanu,how do I set an alarm for 4:30am for Monday to Friday,zul,"26:32:SL:TIME,37:53:SL:DATE",[IN:alarm [SL:TIME 4:30am] [SL:DATE Monday to Friday] ]
kitchen_and_dining,restaurant_reviews,athini amakhasimende ngoKFC okuWest Street,what are customers saying about KFC West Street,zul,"32:35:SL:RESTAURANT_NAME,36:47:SL:PLACE_NAME",[IN:restaurant_reviews [SL:RESTAURANT_NAME KFC] [SL:PLACE_NAME West Street] ]
travel,plug_type,Ngingayitholaphi ishaja eyuhlobo-C eThekwini?,Where can I get a type C charger in Durban?,zul,36:42:SL:CITY_OR_PROVINCE,[IN:plug_type [SL:CITY_OR_PROVINCE Durban] ]
travel,exchange_rate,Liyimalini irand kwidola?,How much is the rand to the dollar?,zul,"16:20:SL:CURRENCY,28:34:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY rand] [SL:CURRENCY dollar] ]
banking,pin_change,Ngingayishintsha kanjani iphasiwedi kwiFNB app yami?,how can I change my FNB app password?,zul,20:23:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME FNB] ]
kitchen_and_dining,ingredients_list,Yini engiyidingayo ukwenza amaginya?,What do I need to make amaginya?,zul,23:31:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD amaginya] ]
travel,book_hotel,phakamisa ihhotela labantu abadala ababili nezingane ezimbili ngempelasonto yePhasika,suggest a hotel for two adults and two kids for the Easter weekend,zul,"20:30:SL:NUMBER,35:43:SL:NUMBER,52:66:SL:DATE",[IN:book_hotel [SL:NUMBER two adults] [SL:NUMBER two kids] [SL:DATE Easter weekend] ]
